message_id,relevance_0_3,asset,implied_direction,event_type,reason
10576,2,crypto-broad,bullish,regulation,CFTC formally allows stablecoin collateral in derivatives
10577,2,crypto-broad,bullish,company-news,huge private valuation for stablecoin issuer
10578,0,crypto-broad,neutral,other,celebrity/prison novelty post
10580,0,BTC,bullish,opinion,"long-horizon speculative prediction, not tradeable"
10582,2,crypto-broad,bearish,regulation,senator calls to investigate presidential family crypto deals
10584,1,BTC,bullish,other,"price milestone, no new info"
10585,1,crypto-broad,bearish,whale-flows,moderate long liquidation
10586,2,macro,bullish,macro-policy,further upward GDP revision
10587,2,crypto-broad,bearish,whale-flows,large fast liquidation cascade
10588,2,BTC,bearish,other,significant round-number level breached
10590,2,crypto-broad,bearish,whale-flows,large long-liquidation cascade
10591,0,other,neutral,other,unrelated to crypto/markets
10593,2,BTC,bullish,etf,new derivative-income BTC ETF filing
10595,3,crypto-broad,bearish,whale-flows,massive single-day market-cap loss
10596,1,macro,bullish,opinion,repeat Powell criticism
10598,3,crypto-broad,ambiguous,whale-flows,very large options expiry
10599,2,crypto-broad,bullish,company-news,major exchange large funding round at $15B valuation
10600,0,BTC,bullish,opinion,"speculative price prediction, not new info"
10602,1,macro,bullish,opinion,"symbolic meme escalation, not action"
10603,0,BTC,bullish,opinion,"vague hint, no new info"
10604,1,crypto-broad,bullish,whale-flows,modest short liquidation
10605,0,crypto-broad,bullish,opinion,pundit one-word call
10606,1,BTC,bullish,whale-flows,routine incremental Strategy purchase
10607,1,BTC,bullish,other,"price milestone, no new info"
10609,1,BTC,bullish,other,"price milestone, no new info"
10610,1,crypto-broad,bullish,whale-flows,moderate short-liquidation total
10611,1,macro,bullish,geopolitics,proposed investment to secure lower tariffs
10613,2,macro,ambiguous,macro-policy,government-shutdown threatens key jobs-data release
10614,1,crypto-broad,bullish,opinion,"CEO lobbying rhetoric, no new info"
10615,1,crypto-broad,ambiguous,company-news,top crypto regulator resigns
10616,0,crypto-broad,bullish,opinion,repeat priority statement
10617,0,other,neutral,other,unrelated lawsuit settlement
10619,1,macro,bullish,other,gold record high
10621,3,BTC,bullish,whale-flows,very large corporate BTC purchase by stablecoin issuer ($1B)
10623,2,crypto-broad,bullish,regulation,SEC considers fast onchain stock trading
10624,2,macro,bearish,macro-policy,president signals likely government shutdown
10625,0,macro,neutral,opinion,pundit reassurance on shutdown
10626,0,equities,neutral,company-news,equities-only market-cap milestone
10628,0,BTC,bullish,opinion,"speculative price prediction, not new info"
10631,3,macro,bearish,macro-policy,confirmed government shutdown begins
10632,2,BTC,bullish,whale-flows,large corporate BTC purchase ($600M)
10634,0,crypto-broad,bullish,opinion,"rhetorical quote, no new info"
10635,1,BTC,bullish,other,"price milestone, no new info"
10637,2,crypto-broad,bullish,adoption,huge asset manager considers crypto offering
10638,1,BTC,bullish,other,"price milestone, no new info"
10640,1,crypto-broad,bullish,whale-flows,moderate short-liquidation total
10641,0,BTC,bullish,opinion,seasonal rhetorical quote
10642,1,BTC,bullish,other,"price milestone, no new info"
10644,1,macro,bullish,opinion,repeat Powell criticism
10646,0,other,neutral,other,unrelated personal wealth milestone
10647,1,BTC,bullish,other,"price milestone, no new info"
10648,1,crypto-broad,bullish,other,"price milestone, no new info"
10650,0,crypto-broad,bullish,opinion,"CEO opinion, no new info"
10651,2,macro,bullish,macro-policy,prediction market signals high odds of rate cut
10653,1,crypto-broad,neutral,adoption,exchange founder diplomatic crypto meeting
10654,2,BTC,bullish,opinion,major bank raises BTC price target
10656,1,crypto-broad,bullish,other,"price milestone, no new info"
10658,1,BTC,bullish,other,"price milestone, no new info"
10660,1,BTC,bullish,etf,strong ETF trading-volume day
10661,1,equities,bullish,other,equities record close
10663,1,BTC,bullish,whale-flows,"milestone holdings-value update, no new purchase"
10665,1,macro,bullish,macro-policy,proposed stimulus checks using tariff revenue
10666,2,crypto-broad,bullish,whale-flows,large single-day market-cap inflow
10667,1,crypto-broad,bullish,other,altcoin all-time high
10669,2,crypto-broad,ambiguous,whale-flows,"large options expiry, can drive volatility"
10670,1,crypto-broad,bullish,adoption,exchange partners with major smartphone maker
10672,1,BTC,bullish,regulation,major exchange lobbies to lift retail BTC ban
10673,1,crypto-broad,bullish,opinion,bank notes rising institutional ETH participation
10675,1,BTC,bullish,other,"price milestone, no new info"
10677,1,BTC,bullish,other,"price milestone, no new info"
10678,1,crypto-broad,bullish,whale-flows,moderate short liquidation
10680,0,BTC,bullish,opinion,"rhetorical quote, no new info"
10682,1,BTC,bullish,other,"prediction-market odds, not confirmed"
10684,0,BTC,bullish,opinion,"rhetorical quote, no new info"
10686,0,other,neutral,other,unrelated coin-minting novelty
10687,0,BTC,neutral,other,trivia stat on dormant wallet value
10688,3,BTC,bullish,other,fresh all-time-high milestone
10690,1,crypto-broad,bullish,whale-flows,moderate short liquidation
10691,1,BTC,bullish,adoption,sovereign reserve unrealized-profit update
10693,3,BTC,bullish,other,fresh all-time-high milestone
10695,0,BTC,bearish,other,retrospective trivia on past govt BTC sale
10696,1,BTC,bullish,other,"market-cap milestone, no new info"
10697,1,crypto-broad,bullish,other,"price milestone, no new info"
10699,1,BTC,bullish,whale-flows,"reaffirms holding, no new purchase this week"
10700,2,BTC,bullish,adoption,major brokerage opens BTC allocation to financial advisors
10702,1,macro,bullish,other,gold record high
10704,2,crypto-broad,bullish,etf,Grayscale approved for ETH ETP staking
10705,2,BTC,bullish,macro-policy,narrative shift: BTC framed as shutdown safe haven
10707,1,equities,bearish,other,"platform outage, minor"
10708,2,macro,bearish,macro-policy,significant dollar depreciation stat
10710,1,crypto-broad,bullish,other,"price milestone, no new info"
10712,3,BTC,bullish,other,fresh all-time-high milestone
10714,2,BTC,bullish,other,rapid consecutive ATH progression
10716,1,crypto-broad,bullish,other,"market-cap ranking milestone, no new info"
10718,1,crypto-broad,bullish,adoption,world's largest custodian bank explores tokenized deposits
10719,1,crypto-broad,bullish,other,altcoin all-time high
10721,2,crypto-broad,bullish,adoption,major index provider launches dedicated crypto index
10722,1,BTC,bullish,opinion,prominent investor supportive statement
10724,3,crypto-broad,bullish,company-news,"largest-ever private crypto funding round, NYSE owner invests"
10726,1,crypto-broad,bearish,whale-flows,moderate long-liquidation cascade
10727,0,crypto-broad,bullish,opinion,generic hype quote
10729,1,macro,bullish,opinion,bank CEO dismisses shutdown market risk
10730,2,BTC,bullish,etf,strong ETF trading-volume day
10731,1,crypto-broad,bullish,regulation,SEC plans to formalize crypto exemption by year-end
10732,0,other,neutral,company-news,unrelated AI equity investment
10733,1,macro,bullish,other,gold record high
10735,0,other,neutral,opinion,unrelated personal commentary
10737,1,crypto-broad,bullish,adoption,wallet adds in-app perpetuals trading
10739,0,BTC,bullish,opinion,"rhetorical quote, no new info"
10741,1,crypto-broad,bullish,adoption,prediction market enables direct BTC deposits
10743,1,macro,bearish,macro-policy,IRS furloughs half staff amid shutdown
10744,1,crypto-broad,ambiguous,etf,"procedural listing, novelty token ETF"
10745,0,BTC,bullish,regulation,repeat senator rhetoric on tax bill
10747,2,BTC,bullish,adoption,sovereign wealth fund allocates to spot BTC ETFs
10748,1,BTC,bullish,whale-flows,"holdings update, routine ETF growth"
10750,1,macro,bullish,other,silver record high
10752,2,BTC,bullish,opinion,survey shows majority institutions plan to raise crypto allocation
10753,0,crypto-broad,bullish,adoption,repeat fee-reduction claim
10755,0,equities,neutral,company-news,equities-only market-cap milestone
10757,1,crypto-broad,bullish,regulation,first fully licensed exchange in UAE
10759,0,equities,bullish,opinion,"bank research note, no crypto relevance"
10761,1,crypto-broad,bearish,whale-flows,moderate liquidation cascade
10762,2,macro,bullish,macro-policy,Fed official calls for more rate cuts
10763,1,BTC,bullish,opinion,bank speculates on future central-bank BTC holdings
10766,0,crypto-broad,bullish,opinion,"CEO opinion, no new info"
10767,1,crypto-broad,bearish,regulation,central bank calls for stricter stablecoin rules
10768,2,crypto-broad,bullish,adoption,major brokerage removes crypto restriction for all clients
10770,3,crypto-broad,bullish,adoption,consortium of major global banks launches joint stablecoin
10774,2,crypto-broad,bullish,regulation,Russia allows regulated bank crypto activity
10775,2,BTC,bullish,etf,very strong opening-hour ETF trading volume
10776,3,macro,bearish,geopolitics,major new tariff escalation threat vs China
10778,2,crypto-broad,bearish,whale-flows,fast liquidation cascade in 15 minutes
10779,0,BTC,bullish,opinion,"rhetorical quote, no new info"
10781,1,crypto-broad,bearish,other,"price milestone, no new info"
10783,1,crypto-broad,bullish,regulation,president considers pardon for exchange founder
10785,3,equities,bearish,other,massive single-day equity market loss
10786,3,macro,bearish,geopolitics,confirmed massive tariff escalation vs China
10788,2,BTC,bearish,other,significant drop amid tariff shock
10790,3,crypto-broad,bearish,whale-flows,massive market-cap loss tied to tariff shock
10791,3,BTC,bearish,other,"rapid further breakdown, major crash event"
10793,3,crypto-broad,bearish,whale-flows,"extreme liquidation cascade, historic scale"
10794,1,crypto-broad,bearish,opinion,"retrospective irony, not new info"
10797,2,crypto-broad,bearish,other,major exchanges strained by extreme volatility
10799,3,crypto-broad,bearish,whale-flows,record-scale daily liquidation total
10800,3,crypto-broad,bearish,whale-flows,confirmed historic single-day liquidation event
10801,2,crypto-broad,bullish,company-news,exchange offers compensation after crash
10803,1,crypto-broad,bearish,opinion,"retrospective irony, not new info"
10804,3,crypto-broad,bearish,whale-flows,very large 24h long-liquidation total
10805,1,crypto-broad,neutral,company-news,"exchange apology, reputational not directly price-moving"
10807,2,macro,bearish,geopolitics,China blames US for escalating trade war
10809,2,macro,bearish,geopolitics,China vows to stand firm against tariffs
10811,0,BTC,bullish,opinion,"rhetorical quote, no new info"
10814,0,BTC,bullish,opinion,"vague hint, no new info"
10815,1,crypto-broad,bullish,other,"price milestone, no new info"
10817,2,macro,bullish,geopolitics,de-escalation signal after tariff shock
10818,2,macro,bearish,geopolitics,China declines US call after export controls
10820,1,macro,bullish,macro-policy,official predicts markets will calm
10821,1,crypto-broad,bullish,whale-flows,moderate short liquidation
10822,1,macro,bullish,opinion,de-escalation rhetoric toward China
10823,2,crypto-broad,bullish,company-news,exchange compensates users after token depeg
10824,2,BTC,bullish,other,recovery from crash lows
10826,2,macro,bearish,geopolitics,reaffirms tariff threat despite de-escalation talk
10827,0,equities,bullish,opinion,pundit recovery quip
10828,1,crypto-broad,bullish,other,"price milestone, no new info"
10830,1,BTC,bullish,other,"price milestone, no new info"
10831,1,macro,bullish,other,gold record high
10833,2,macro,bearish,macro-policy,Treasury Secretary confirms shutdown economic damage
10834,1,BTC,bullish,whale-flows,routine incremental Strategy purchase
10835,2,BTC,bullish,etf,very strong opening ETF trading volume
10836,1,macro,bullish,other,gold record high
10838,1,crypto-broad,bullish,adoption,major bank plans crypto custody service
10839,2,macro,bearish,geopolitics,China vows to fight trade war to the end
10841,0,BTC,bullish,opinion,"rhetorical quote, no new info"
10843,1,crypto-broad,bearish,whale-flows,moderate liquidation over several hours
10844,1,equities,bearish,opinion,pundit warns crypto speculation distorting equities
10845,1,BTC,bullish,opinion,major asset-manager CEO bullish remark
10847,1,crypto-broad,bullish,adoption,major asset manager developing tokenization tech
10849,1,crypto-broad,bullish,opinion,CEO calls for faster regulatory clarity
10850,1,BTC,bullish,etf,repeat strong-volume report
10851,0,equities,bearish,opinion,pundit wants rotation out of crypto
10852,3,BTC,bullish,etf,fastest-ever ETF to $100B AUM milestone
10853,3,BTC,ambiguous,hack-exploit,massive government seizure tied to scam network
10854,2,crypto-broad,bullish,company-news,exchange compensation after market crash
10855,1,crypto-broad,bullish,adoption,wallet integrates prediction market
10856,1,macro,neutral,geopolitics,anticipated trade meeting confirmed
10857,1,crypto-broad,bullish,opinion,asset-manager CEO tokenization rhetoric
10858,1,macro,bullish,macro-policy,Fed chair notes resilient pre-shutdown growth
10859,0,macro,neutral,macro-policy,Fed chair declines to comment on BTC/gold
10862,1,crypto-broad,bullish,adoption,payments giant adds stablecoin subscription payments
10863,1,macro,bearish,geopolitics,president frames BRICS as dollar attack
10865,1,macro,bullish,geopolitics,Treasury Secretary optimistic on China talks
10866,2,macro,bullish,macro-policy,Fed governor signals two more cuts realistic
10867,1,crypto-broad,bearish,other,"price milestone, no new info"
10869,1,macro,bullish,other,gold record high
10871,0,macro,bullish,opinion,vague optimistic economic rhetoric
10873,1,crypto-broad,bullish,adoption,major exchange to list altcoin
10875,1,crypto-broad,bullish,other,"developer-ecosystem ranking, sentiment positive"
10876,2,macro,bearish,geopolitics,president confirms active trade war with China
10878,0,macro,neutral,opinion,vague tariff/security rhetoric
10879,1,crypto-broad,ambiguous,other,disclosure of political family's crypto profits
10880,1,macro,bullish,other,gold record high
10882,2,macro,bullish,geopolitics,China signals willingness to resolve trade dispute
10883,0,other,neutral,other,unrelated novelty fast-food product
10885,2,BTC,bearish,other,significant round-number level breached
10887,2,crypto-broad,bearish,whale-flows,fast liquidation cascade
10888,2,BTC,bearish,other,"further breakdown, significant level breached"
10889,1,macro,bullish,other,gold record high
10891,0,crypto-broad,bullish,opinion,"CEO long-horizon speculation, no new info"
10893,1,macro,bullish,other,gold market-cap milestone
10895,1,macro,bullish,macro-policy,Fed official downplays slowdown concerns
10896,0,BTC,bearish,opinion,"pundit rivalry quote, no new info"
10897,2,crypto-broad,bearish,whale-flows,large liquidation cascade
10898,2,BTC,bearish,other,"further breakdown, significant level breached"
10900,2,macro,ambiguous,geopolitics,confusing presidential signal on tariff status
10902,1,macro,bullish,geopolitics,president expresses confidence on China
10903,1,macro,bullish,geopolitics,official denies active trade war framing
10904,1,macro,bullish,macro-policy,official floats three rate cuts as reasonable start
10905,2,crypto-broad,bullish,whale-flows,large capital raise to buy own token
10906,1,macro,bearish,geopolitics,WTO warns of large GDP hit from US-China decoupling
10907,0,macro,neutral,macro-policy,company reports no shutdown impact yet
10910,0,macro,neutral,opinion,"pundit gold characterization, no new info"
10912,1,BTC,bearish,other,"prediction-market odds, not confirmed"
10914,2,macro,bearish,geopolitics,president considers accelerating tariff deadline
10916,0,crypto-broad,bullish,opinion,"SEC chair rhetoric, no new action"
10918,0,BTC,neutral,opinion,"semantic opinion, no new info"
10920,2,macro,bullish,geopolitics,president says Xi open to trade deal
10922,1,BTC,bullish,other,"price milestone, no new info"
10924,0,crypto-broad,bullish,opinion,"CEO accessibility rhetoric, no new info"
10927,1,macro,bearish,geopolitics,reaffirms tariffs on India tied to Russian oil
10930,1,macro,ambiguous,geopolitics,China removes top trade negotiator
10931,1,BTC,bullish,whale-flows,routine incremental Strategy purchase
10932,2,macro,bullish,macro-policy,official signals shutdown likely ending soon
10933,2,BTC,bullish,etf,very strong ETF trading volume in early hours
10934,2,macro,bearish,geopolitics,threatens steep 155% tariff without a deal
10935,1,macro,bullish,geopolitics,president expresses confidence in China deal
10936,0,BTC,bullish,opinion,"speculative long-horizon claim, no new info"
10939,1,macro,bullish,geopolitics,planned presidential visit to China announced
10940,1,crypto-broad,bullish,company-news,exchange acquires investing platform ($375M)
10942,1,crypto-broad,bullish,other,stablecoin user-count milestone
10944,2,crypto-broad,bullish,regulation,Fed explores crypto/fintech access to payment rails
10945,1,BTC,bullish,other,"price milestone, no new info"
10947,1,BTC,bullish,other,"price milestone, no new info"
10948,1,crypto-broad,bullish,whale-flows,moderate short liquidation
10949,1,BTC,bullish,other,"price milestone, no new info"
10950,0,equities,neutral,company-news,unrelated automation/labor announcement
10952,0,BTC,bullish,opinion,"rhetorical quote, no new info"
10955,1,crypto-broad,bullish,other,"price milestone, no new info"
10957,0,other,neutral,company-news,unrelated browser product launch
10958,1,BTC,bullish,other,"price milestone, no new info"
10960,2,macro,bearish,geopolitics,planned Trump-Xi meeting thrown into doubt
10961,0,macro,neutral,opinion,vague tariff-revenue rhetoric
10962,1,crypto-broad,bullish,opinion,Fed governor supportive crypto remark
10963,1,macro,bullish,opinion,"president touts lower prices, jabs at Fed"
10964,1,macro,bullish,geopolitics,president predicts unsustainable Chinese tariff burden
10965,2,macro,bearish,other,large single-day gold market-cap loss
10967,1,BTC,bearish,other,"price milestone, no new info"
10969,2,crypto-broad,bullish,etf,first spot Solana ETF approved in major market
10970,0,crypto-broad,bullish,opinion,pundit vague bullish call
10971,1,crypto-broad,bullish,adoption,new altcoin listing on major platform
10973,0,BTC,bullish,opinion,"rhetorical quote, no new info"
10975,1,crypto-broad,bullish,regulation,senator touts progress on market-structure bill
10976,0,BTC,bullish,opinion,"rhetorical quote, no new info"
10978,2,BTC,bullish,adoption,new BTC-rewards credit card launched by major partners
10979,1,crypto-broad,bullish,adoption,prediction market adds altcoin deposits
10981,2,BTC,bullish,whale-flows,confirms major corporate holder did not sell BTC
10983,1,macro,bearish,macro-policy,"debt-level milestone, ongoing trend"
10985,0,BTC,bearish,opinion,"conspiracy-flavored personal opinion, no new info"
10986,0,other,neutral,opinion,unrelated robotics commentary
10988,2,macro,bullish,macro-policy,major bank expects Fed to end quantitative tightening
10989,0,BTC,neutral,other,"pundit rivalry challenge, novelty"
10991,0,macro,bullish,opinion,vague optimistic rhetoric
10993,3,crypto-broad,bullish,regulation,presidential pardon of major exchange founder
10995,1,macro,bullish,macro-policy,mortgage rates fall to multi-year low
10996,1,crypto-broad,bullish,opinion,"exchange founder gratitude statement, no new info"
10998,2,crypto-broad,bullish,regulation,CEO signals crypto legislation nearing passage
10999,1,macro,neutral,geopolitics,confirmed upcoming presidential meeting
11001,1,macro,neutral,geopolitics,confirmed Treasury-level trade meeting
11002,0,BTC,neutral,other,"pundit debate agreement, novelty"
11004,1,crypto-broad,bullish,opinion,president defends pardon rationale
11005,0,other,neutral,opinion,unrelated presidential press exchange
11006,1,crypto-broad,ambiguous,other,"political donation disclosure, reputational"
11007,2,macro,bearish,geopolitics,president terminates trade talks with Canada
11009,2,crypto-broad,bullish,adoption,major bank allows crypto as institutional collateral
11012,0,macro,bullish,opinion,vague tariff-benefit rhetoric
11013,2,macro,bullish,macro-policy,CPI rise softer than feared despite uptick
11014,1,crypto-broad,ambiguous,other,reputational fact-check on senator's claim
11015,0,other,neutral,opinion,unrelated platform-algorithm commentary
11017,1,crypto-broad,bullish,regulation,CEO intensifies Senate lobbying for legislation
11018,0,crypto-broad,neutral,opinion,"supportive pardon commentary, no new info"
11020,0,BTC,neutral,other,historical trivia
11021,2,macro,bearish,geopolitics,additional tariff imposed on Canada
11022,2,macro,bullish,geopolitics,US-China reach early trade agreement
11023,2,macro,bullish,geopolitics,China reportedly ready to remove 100% tariff via deal
11025,1,crypto-broad,bullish,adoption,major payments processor adds stablecoin support
11028,1,BTC,bullish,other,"price milestone, no new info"
11030,1,crypto-broad,bullish,whale-flows,moderate short liquidation
11031,1,BTC,bullish,other,"price milestone, no new info"
11032,1,BTC,bullish,whale-flows,routine incremental Strategy purchase
11033,1,macro,bullish,geopolitics,diplomatic goodwill statement ahead of meeting
11035,1,macro,bearish,other,gold pulls back below round level
11037,0,equities,neutral,company-news,unrelated energy/AI infrastructure deal
11039,2,macro,bullish,macro-policy,president signals timeline for new Fed chair
11041,2,crypto-broad,bullish,adoption,major bank partners with Coinbase on stablecoins
11042,0,crypto-broad,bullish,opinion,"CEO rhetoric, no new info"
11044,1,BTC,bullish,adoption,claim of foreign sovereign BTC accumulation
11045,0,equities,bearish,company-news,unrelated layoff announcement
11046,1,equities,bullish,other,"equities record close, first time above level"
11048,1,crypto-broad,bearish,regulation,proposed bill banning officials from owning crypto
11049,1,macro,bullish,macro-policy,repeat Powell-departure speculation
11051,1,macro,bullish,geopolitics,repeat of Japan investment pledge
11052,1,crypto-broad,bullish,adoption,major payments processor plans blockchain stablecoin platform
11053,0,equities,neutral,company-news,unrelated AI equity-stake disclosure
11055,0,equities,neutral,company-news,equities-only market-cap milestone
11057,2,macro,bullish,macro-policy,near-certain odds of rate cut tomorrow
11059,0,equities,neutral,company-news,unrelated chip-industry investment
11061,2,crypto-broad,bullish,adoption,major remittance company plans stablecoin launch
11063,0,equities,neutral,company-news,unrelated corporate partnership
11065,0,equities,bullish,opinion,"pundit stock endorsement, not crypto-relevant"
11068,0,equities,neutral,other,equities-only price milestone
11070,2,crypto-broad,bullish,regulation,major prediction market to formally launch in US
11072,1,equities,bullish,other,equities record close
11074,1,crypto-broad,bullish,opinion,payments CEO frames digital assets as inevitable
11075,1,crypto-broad,bearish,whale-flows,moderate liquidation cascade
11076,0,BTC,bearish,opinion,"pundit bubble call, no new info"
11078,1,crypto-broad,ambiguous,other,"legal threat against senator, reputational"
11080,2,macro,bullish,geopolitics,Senate passes bill to end Brazil tariffs
11081,0,macro,bullish,opinion,vague optimistic rhetoric
11082,1,macro,ambiguous,geopolitics,chip-export topic to be discussed at summit
11083,1,macro,bullish,geopolitics,vague optimistic pre-meeting rhetoric
11085,0,equities,neutral,company-news,equities-only market-cap milestone
11087,0,equities,neutral,other,equities-only market-cap comparison
11088,1,crypto-broad,ambiguous,adoption,new perpetuals-trading platform launch for stocks
11089,0,BTC,bullish,opinion,"speculative price prediction, not new info"
11090,1,crypto-broad,bearish,whale-flows,moderate liquidation cascade
11091,0,other,neutral,other,unrelated cloud-service outage
11093,3,macro,bullish,macro-policy,"actual FOMC rate-cut decision, 25bps"
11094,2,macro,bullish,macro-policy,Fed sets date to end quantitative tightening
11095,1,macro,bearish,macro-policy,Fed chair warns of shutdown economic impact
11096,1,macro,bearish,macro-policy,Fed chair notes tariff-driven price pressure
11097,2,macro,bearish,macro-policy,Fed chair pushes back on rate-cut certainty
11098,2,crypto-broad,bearish,whale-flows,liquidation cascade tied directly to FOMC speech
11100,2,macro,bearish,macro-policy,Fed chair explicitly links tariffs to higher inflation
11101,2,crypto-broad,bullish,company-news,major payments company acquires crypto infrastructure startup
11103,0,equities,bullish,company-news,unrelated equities earnings beat
11105,2,macro,bullish,geopolitics,South Korea agrees to large payment to lower tariffs
11106,0,other,neutral,company-news,unrelated AI-company IPO news
11107,1,BTC,bearish,other,"price milestone, no new info"
11109,2,macro,neutral,geopolitics,confirmed high-profile Trump-Xi summit meeting
11110,2,crypto-broad,bearish,whale-flows,liquidation cascade tied to summit meeting
11111,1,macro,bullish,geopolitics,"president calls summit amazing, vague on details"
11112,0,equities,neutral,company-news,unrelated corporate bond sale
11113,1,crypto-broad,bearish,whale-flows,moderate liquidation cascade
11114,2,BTC,bullish,etf,strong opening ETF trading volume
11115,2,crypto-broad,bullish,adoption,major bank to launch tokenization platform in 2026
11116,1,crypto-broad,bullish,opinion,bank CEO supportive stablecoin remark
11117,1,BTC,bearish,other,"price milestone, no new info"
11118,1,equities,bullish,company-news,exchange equity earnings beat
11119,2,BTC,bullish,whale-flows,corporate BTC purchase disclosure ($299M)
11121,0,equities,bullish,company-news,unrelated equities earnings beat
11123,1,BTC,bullish,whale-flows,quarterly unrealized-profit disclosure
11125,0,crypto-broad,neutral,other,"disputed retrospective claim, no new info"
11127,0,crypto-broad,neutral,opinion,vague market-cycle comment
11129,0,BTC,neutral,other,historical anniversary trivia
11131,1,crypto-broad,bullish,adoption,Treasury Secretary meeting to boost crypto adoption abroad
11132,0,BTC,neutral,other,historical price trivia
11133,2,macro,bullish,geopolitics,president open to further China tariff reduction
11134,1,macro,bullish,geopolitics,president frames trade deal as durable
11135,2,macro,bullish,geopolitics,official confirms trade-deal signing timeline
11136,1,BTC,bullish,adoption,novel corporate Bitcoin reserve program announced
11138,0,other,neutral,opinion,unrelated speculative product tease
11139,0,equities,neutral,opinion,pundit vague market timing comment
11141,0,BTC,bullish,opinion,rhetorical anniversary quote
11143,0,crypto-broad,neutral,other,repeat adoption-rate trivia
11144,0,other,neutral,opinion,unrelated self-driving-car commentary
11145,1,macro,bullish,macro-policy,official supports continued rate cuts
11146,2,macro,bullish,macro-policy,Fed governor calls for December cut
11148,0,equities,neutral,opinion,unrelated manufacturing commentary
11149,1,equities,bullish,geopolitics,trade deal seen easing chip-market access for China
11152,1,crypto-broad,bearish,whale-flows,moderate long-liquidation cascade
11153,1,crypto-broad,bullish,opinion,president reiterates crypto-leadership priority
11154,1,macro,bullish,geopolitics,president claims China going big into crypto
11155,1,BTC,bullish,whale-flows,routine incremental Strategy purchase
11156,1,crypto-broad,bullish,adoption,major crypto firm launches prime brokerage in US
11157,0,equities,neutral,company-news,unrelated AI partnership deal
11159,1,macro,bullish,macro-policy,Fed official expresses cautious optimism
11160,2,crypto-broad,bearish,whale-flows,large long-liquidation cascade
11161,0,other,neutral,other,unrelated political retirement announcement
11163,1,BTC,bearish,other,"prediction-market odds, not confirmed"
11165,0,other,neutral,other,unrelated local political stunt
11167,1,macro,bullish,geopolitics,Treasury Secretary positive on China relations
11168,2,BTC,bearish,other,significant further breakdown
11170,2,crypto-broad,bearish,whale-flows,large long-liquidation cascade
11171,3,BTC,bearish,other,major psychological $100k level breached
11173,1,crypto-broad,bullish,regulation,administration claims end to prior crypto crackdown era
11174,3,crypto-broad,bearish,whale-flows,massive single-day market-cap loss
11175,2,equities,bearish,other,large single-day equity market loss
11176,0,crypto-broad,bullish,opinion,"senator rhetoric, no new info"
11177,0,macro,bullish,opinion,vague record-highs rhetoric
11179,1,macro,bullish,geopolitics,president signals diplomatic goodwill toward China
11181,0,macro,bullish,opinion,vague market-optimism rhetoric
11182,2,crypto-broad,bullish,company-news,major crypto firm raises capital at $40B valuation
11183,1,BTC,bullish,etf,repeat strong opening-volume report
11184,0,macro,bullish,opinion,vague economic-optimism rhetoric
11185,1,macro,neutral,macro-policy,anticipated major economic speech
11186,0,crypto-broad,bullish,opinion,"senator rhetoric, no new info"
11187,1,crypto-broad,bullish,adoption,payments giant partners for stablecoin card settlement
11189,1,macro,bullish,opinion,repeat Powell insult
11190,1,crypto-broad,bullish,opinion,repeat presidential crypto rhetoric
11191,1,crypto-broad,bullish,opinion,repeat presidential crypto-leadership rhetoric
11192,2,crypto-broad,bullish,adoption,major brokerage confirms crypto trading launch plan
11193,0,equities,bearish,opinion,unrelated AI-race commentary
11194,1,crypto-broad,bullish,regulation,"official touts legislative progress, no new detail"
11195,1,macro,neutral,geopolitics,official signals measured approach to China leverage
11196,0,BTC,bullish,opinion,"rhetorical quote, no new info"
11198,2,BTC,bullish,opinion,major bank sets bullish 6-12mo BTC price target
11200,2,BTC,bullish,adoption,major fintech considers corporate BTC treasury
11202,0,crypto-broad,bullish,opinion,"vague success claim, no new info"
11203,1,crypto-broad,bullish,opinion,bank CEO supportive stablecoin remark
11204,2,crypto-broad,bullish,adoption,major tech giant integrates prediction market into search
11206,2,macro,bullish,macro-policy,Fed governor expects another December cut
11207,1,macro,ambiguous,geopolitics,president floats contingency for adverse tariff ruling
11208,1,crypto-broad,bullish,opinion,Fed governor notes stablecoin payment competition
11211,0,equities,bearish,other,"unrelated video-game delay, stock reaction"
11212,0,crypto-broad,bullish,opinion,"CEO rhetoric, no new info"
11214,0,equities,neutral,company-news,unrelated executive pay-package approval
11216,1,macro,bullish,geopolitics,new trade deal announced with Uzbekistan
11217,2,crypto-broad,bullish,adoption,sovereign crypto reserve fund plan announced
11218,1,macro,bullish,macro-policy,official predicts recovery once shutdown ends
11219,0,other,neutral,opinion,unrelated political accusation
11221,1,BTC,bullish,whale-flows,bank discloses moderate BTC ETF holdings
11223,1,macro,bullish,macro-policy,anticipated record tax refunds next year
11224,1,macro,bullish,opinion,"president touts low inflation, further-cut hope"
11225,0,other,neutral,opinion,unrelated AI-bubble commentary
11226,1,crypto-broad,bullish,opinion,Fed governor notes crypto's economic impact
11227,0,BTC,bullish,opinion,"speculative price prediction, not new info"
11228,0,other,neutral,regulation,unrelated welfare-funding court order
11229,0,crypto-broad,neutral,opinion,"exchange founder reaction, no new info"
11230,0,BTC,bullish,opinion,"vague buy call, no new info"
11232,2,macro,bullish,macro-policy,proposed direct stimulus payment to Americans
11233,0,macro,bullish,opinion,vague tariff-benefit rhetoric
11235,0,BTC,bullish,opinion,"vague hint, no new info"
